[14:05:27] New Subprocess!
[14:08:15] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJNJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKJK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJNN
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKFF
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJOJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJNN
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKNK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKQQ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJPF
[14:08:16] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:16] DRLINFO B JJJHKIMMKKFDIGGEHHIILJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKII
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKQQ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJJN
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKFF
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJOJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKOO
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJNJ
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKMN
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHIIHI
[14:08:17] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:17] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKLN
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKOO
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJNJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJFF
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKPK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKMP
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJOO
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKNK
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJIJ
[14:08:18] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:18] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKFF
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJGG
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHIIFI
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKLK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKJL
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKNK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJKJ
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKML
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJOG
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:19] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:19] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJOG
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKII
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKOK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJIM
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKML
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKPK
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHIIJI
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJIM
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJJL
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:20] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:20] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJFF
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKMP
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJKJ
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKMH
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKML
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJOI
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJFF
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKOL
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKII
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJNH
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKGG
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:21] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKGG
[14:08:21] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKOO
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJOG
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKIK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJQQ
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJMJ
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKOK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKPK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJHN
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKDD
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKMH
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:22] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJJL
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:22] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJCC
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKPP
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJGG
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJMI
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKGG
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKMI
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFLJ
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFLJPF
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLLJ
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLLJPF
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLHFMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLHFMKIK
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLLJMKLH
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
[14:08:23] DRLINFO W JJJHKIMMKKFDIGGEHHLLNLMKMP
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLMK
[14:08:23] DRLINFO B JJJHKIMMKKFDIGGEHHLLMKLJ
[14:08:24] DRLINFO W JJJHKIMMKKFDIGGEHHLLMKLJDD
[14:08:24] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:08:24] DRLINFO B JJJHKIMMKKFDIGGEHHLLNLMK
